time,host,latency,avg,min,max,jitter,loss,alerts
2026-04-23T12:27:04.305196,google.com,13.0,11.475,8.0,22.0,2.923076923076923,0.0,[]
2026-04-23T12:27:05.364684,google.com,14.0,11.536585365853659,8.0,22.0,2.875,0.0,[]
2026-04-23T12:27:06.423161,google.com,13.0,11.571428571428571,8.0,22.0,2.8292682926829267,0.0,[]
2026-04-23T12:27:07.484395,google.com,20.0,11.767441860465116,8.0,22.0,2.9285714285714284,0.0,[]
2026-04-23T12:27:08.546739,google.com,13.0,11.795454545454545,8.0,22.0,3.0232558139534884,0.0,[]
2026-04-23T12:27:09.613551,google.com,14.0,11.844444444444445,8.0,22.0,2.977272727272727,0.0,[]
2026-04-23T12:27:10.668182,google.com,13.0,11.869565217391305,8.0,22.0,2.933333333333333,0.0,[]
2026-04-23T12:27:11.727297,google.com,10.0,11.829787234042554,8.0,22.0,2.9347826086956523,0.0,[]
2026-04-23T12:27:12.780098,google.com,9.0,11.770833333333334,8.0,22.0,2.893617021276596,0.0,[]
2026-04-23T12:27:13.835527,google.com,13.0,11.795918367346939,8.0,22.0,2.9166666666666665,0.0,[]
2026-04-23T12:27:14.895758,google.com,13.0,11.82,8.0,22.0,2.857142857142857,0.0,[]
2026-04-23T12:27:15.962583,google.com,13.0,11.86,8.0,22.0,2.816326530612245,0.0,[]
2026-04-23T12:27:17.018320,google.com,14.0,11.88,8.0,22.0,2.836734693877551,0.0,[]
2026-04-23T12:27:18.072782,google.com,13.0,11.88,8.0,22.0,2.7755102040816326,0.0,[]
2026-04-23T12:27:19.127890,google.com,13.0,11.96,8.0,22.0,2.693877551020408,0.0,[]
2026-04-23T12:27:20.177922,google.com,10.0,11.9,8.0,22.0,2.693877551020408,0.0,[]
2026-04-23T12:27:21.246105,google.com,15.0,12.0,8.0,22.0,2.5510204081632653,0.0,[]
2026-04-23T12:27:22.297206,google.com,13.0,11.82,8.0,20.0,2.326530612244898,0.0,[]
2026-04-23T12:27:23.352268,google.com,13.0,11.9,8.0,20.0,2.306122448979592,0.0,[]
2026-04-23T12:27:24.408065,google.com,14.0,12.02,9.0,20.0,2.2244897959183674,0.0,[]
2026-04-23T12:27:25.463125,google.com,14.0,12.04,9.0,20.0,2.142857142857143,0.0,[]
2026-04-23T12:27:26.525450,google.com,13.0,12.12,9.0,20.0,2.0408163265306123,0.0,[]
2026-04-23T12:27:27.583265,google.com,13.0,12.08,9.0,20.0,1.9387755102040816,0.0,[]
2026-04-23T12:27:28.642562,google.com,14.0,12.16,9.0,20.0,1.8979591836734695,0.0,[]
2026-04-23T12:27:29.696973,google.com,10.0,12.1,9.0,20.0,1.9183673469387754,0.0,[]
2026-04-23T12:27:30.747530,google.com,9.0,12.08,9.0,20.0,1.9183673469387754,0.0,[]
2026-04-23T12:27:31.807172,google.com,10.0,12.06,9.0,20.0,1.8775510204081634,0.0,[]
2026-04-23T12:27:32.863820,google.com,13.0,12.04,9.0,20.0,1.8979591836734695,0.0,[]
2026-04-23T12:27:33.916633,google.com,12.0,12.04,9.0,20.0,1.8979591836734695,0.0,[]
2026-04-23T12:27:34.972410,google.com,13.0,12.08,9.0,20.0,1.8775510204081634,0.0,[]
2026-04-23T12:27:36.027839,google.com,14.0,12.1,9.0,20.0,1.816326530612245,0.0,[]
2026-04-23T12:27:37.087812,google.com,14.0,12.2,9.0,20.0,1.7346938775510203,0.0,[]
2026-04-23T12:27:38.141645,google.com,13.0,12.2,9.0,20.0,1.6938775510204083,0.0,[]
2026-04-23T12:27:39.198708,google.com,15.0,12.3,9.0,20.0,1.6938775510204083,0.0,[]
2026-04-23T12:27:40.254912,google.com,9.0,12.24,9.0,20.0,1.7959183673469388,0.0,[]
2026-04-23T12:27:41.311563,google.com,14.0,12.3,9.0,20.0,1.8571428571428572,0.0,[]
2026-04-23T12:27:42.367657,google.com,13.0,12.38,9.0,20.0,1.8775510204081634,0.0,[]
2026-04-23T12:27:43.427262,google.com,13.0,12.46,9.0,20.0,1.8571428571428572,0.0,[]
2026-04-23T12:27:44.481723,google.com,13.0,12.52,9.0,20.0,1.7959183673469388,0.0,[]
2026-04-23T12:27:45.535539,google.com,13.0,12.52,9.0,20.0,1.7959183673469388,0.0,[]
2026-04-23T12:27:46.590547,google.com,14.0,12.54,9.0,20.0,1.7551020408163265,0.0,[]
2026-04-23T12:27:47.642132,google.com,9.0,12.52,9.0,20.0,1.8571428571428572,0.0,[]
2026-04-23T12:27:48.696019,google.com,13.0,12.58,9.0,20.0,1.9183673469387754,0.0,[]
2026-04-23T12:27:49.754985,google.com,14.0,12.64,9.0,20.0,1.8979591836734695,0.0,[]
2026-04-23T12:27:50.816041,google.com,16.0,12.7,9.0,20.0,1.9387755102040816,0.0,[]
2026-04-23T12:27:51.871202,google.com,13.0,12.7,9.0,20.0,1.9387755102040816,0.0,[]
2026-04-23T12:27:52.930758,google.com,13.0,12.76,9.0,20.0,1.8775510204081634,0.0,[]
2026-04-23T12:27:53.982933,google.com,12.0,12.74,9.0,20.0,1.816326530612245,0.0,[]
2026-04-23T12:27:55.037029,google.com,14.0,12.84,9.0,20.0,1.8571428571428572,0.0,[]
2026-04-23T12:27:56.086330,google.com,9.0,12.84,9.0,20.0,1.8775510204081634,0.0,[]
2026-04-23T12:27:57.144424,google.com,9.0,12.76,9.0,20.0,1.8571428571428572,0.0,[]
2026-04-23T12:27:58.201021,google.com,14.0,12.76,9.0,20.0,1.9387755102040816,0.0,[]
2026-04-23T12:27:59.255774,google.com,12.0,12.74,9.0,20.0,1.836734693877551,0.0,[]
2026-04-23T12:28:00.305275,google.com,10.0,12.54,9.0,16.0,1.7346938775510203,0.0,[]
2026-04-23T12:28:01.360747,google.com,15.0,12.58,9.0,16.0,1.816326530612245,0.0,[]
2026-04-23T12:28:02.419424,google.com,16.0,12.62,9.0,16.0,1.816326530612245,0.0,[]
2026-04-23T12:28:03.471873,google.com,10.0,12.56,9.0,16.0,1.8775510204081634,0.0,[]
2026-04-23T12:28:04.526339,google.com,14.0,12.64,9.0,16.0,1.9387755102040816,0.0,[]
2026-04-23T12:28:05.583937,google.com,11.0,12.68,9.0,16.0,1.9183673469387754,0.0,[]
2026-04-23T12:28:06.653934,google.com,26.0,12.94,9.0,26.0,2.2244897959183674,0.0,[]
2026-04-23T12:28:07.708475,google.com,11.0,12.9,9.0,26.0,2.5306122448979593,0.0,[]
2026-04-23T12:28:08.759239,google.com,10.0,12.84,9.0,26.0,2.5306122448979593,0.0,[]
2026-04-23T12:28:09.813565,google.com,13.0,12.82,9.0,26.0,2.5714285714285716,0.0,[]
2026-04-23T12:28:10.873578,google.com,14.0,12.84,9.0,26.0,2.5918367346938775,0.0,[]
2026-04-23T12:28:11.924330,google.com,10.0,12.78,9.0,26.0,2.6122448979591835,0.0,[]
2026-04-23T12:28:12.993857,google.com,10.0,12.78,9.0,26.0,2.510204081632653,0.0,[]
2026-04-23T12:28:14.047630,google.com,13.0,12.74,9.0,26.0,2.5306122448979593,0.0,[]
2026-04-23T12:28:15.103445,google.com,13.0,12.74,9.0,26.0,2.5306122448979593,0.0,[]
2026-04-23T12:28:16.159723,google.com,13.0,12.74,9.0,26.0,2.510204081632653,0.0,[]
2026-04-23T12:28:17.210674,google.com,9.0,12.64,9.0,26.0,2.5918367346938775,0.0,[]
2026-04-23T12:28:18.265177,google.com,11.0,12.58,9.0,26.0,2.6122448979591835,0.0,[]
2026-04-23T12:28:19.314062,google.com,10.0,12.52,9.0,26.0,2.63265306122449,0.0,[]
2026-04-23T12:28:20.367562,google.com,15.0,12.56,9.0,26.0,2.7142857142857144,0.0,[]
2026-04-23T12:28:21.425414,google.com,17.0,12.62,9.0,26.0,2.673469387755102,0.0,[]
2026-04-23T12:28:22.480077,google.com,13.0,12.68,9.0,26.0,2.7346938775510203,0.0,[]
2026-04-23T12:28:23.538802,google.com,14.0,12.78,9.0,26.0,2.7346938775510203,0.0,[]
2026-04-23T12:28:24.593703,google.com,14.0,12.86,9.0,26.0,2.673469387755102,0.0,[]
2026-04-23T12:28:25.646541,google.com,13.0,12.86,9.0,26.0,2.673469387755102,0.0,[]
2026-04-23T12:28:26.702635,google.com,13.0,12.88,9.0,26.0,2.6530612244897958,0.0,[]
2026-04-23T12:28:27.755085,google.com,10.0,12.82,9.0,26.0,2.693877551020408,0.0,[]
2026-04-23T12:28:28.830538,google.com,8.0,12.7,8.0,26.0,2.7346938775510203,0.0,[]
2026-04-23T12:28:29.879378,google.com,8.0,12.58,8.0,26.0,2.7142857142857144,0.0,[]
2026-04-23T12:28:30.929252,google.com,9.0,12.5,8.0,26.0,2.693877551020408,0.0,[]
2026-04-23T12:28:31.978860,google.com,10.0,12.4,8.0,26.0,2.5918367346938775,0.0,[]
2026-04-23T12:28:33.034409,google.com,12.0,12.46,8.0,26.0,2.5306122448979593,0.0,[]
2026-04-23T12:28:34.089720,google.com,12.0,12.42,8.0,26.0,2.510204081632653,0.0,[]
2026-04-23T12:28:35.139723,google.com,8.0,12.32,8.0,26.0,2.5918367346938775,0.0,[]
2026-04-23T12:28:36.189397,google.com,9.0,12.24,8.0,26.0,2.6122448979591835,0.0,[]
2026-04-23T12:28:37.245466,google.com,12.0,12.22,8.0,26.0,2.673469387755102,0.0,[]
2026-04-23T12:28:38.293927,google.com,8.0,12.12,8.0,26.0,2.7346938775510203,0.0,[]
2026-04-23T12:28:39.360989,google.com,12.0,12.08,8.0,26.0,2.7142857142857144,0.0,[]
2026-04-23T12:28:40.419179,google.com,13.0,12.16,8.0,26.0,2.6530612244897958,0.0,[]
2026-04-23T12:28:41.473307,google.com,12.0,12.14,8.0,26.0,2.6530612244897958,0.0,[]
2026-04-23T12:28:42.526077,google.com,9.0,12.04,8.0,26.0,2.673469387755102,0.0,[]
2026-04-23T12:28:43.580127,google.com,9.0,11.9,8.0,26.0,2.6122448979591835,0.0,[]
2026-04-23T12:28:44.638449,google.com,15.0,11.94,8.0,26.0,2.7346938775510203,0.0,[]
2026-04-23T12:28:45.692313,google.com,13.0,11.94,8.0,26.0,2.7551020408163267,0.0,[]
2026-04-23T12:28:46.745845,google.com,12.0,11.94,8.0,26.0,2.7346938775510203,0.0,[]
2026-04-23T12:28:47.807446,google.com,13.0,11.92,8.0,26.0,2.6530612244897958,0.0,[]
2026-04-23T12:28:48.859930,google.com,13.0,12.0,8.0,26.0,2.6530612244897958,0.0,[]
2026-04-23T12:28:49.916335,google.com,13.0,12.08,8.0,26.0,2.5510204081632653,0.0,[]
2026-04-23T12:28:50.974761,google.com,12.0,12.04,8.0,26.0,2.5306122448979593,0.0,[]
2026-04-23T12:28:52.024603,google.com,9.0,11.98,8.0,26.0,2.5510204081632653,0.0,[]
2026-04-23T12:28:53.073117,google.com,10.0,11.98,8.0,26.0,2.4693877551020407,0.0,[]
2026-04-23T12:28:54.129188,google.com,12.0,11.92,8.0,26.0,2.489795918367347,0.0,[]
2026-04-23T12:28:55.182480,google.com,15.0,11.9,8.0,26.0,2.4285714285714284,0.0,[]
2026-04-23T12:28:56.234994,google.com,12.0,11.94,8.0,26.0,2.4081632653061225,0.0,[]
2026-04-23T12:28:57.284855,google.com,11.0,11.88,8.0,26.0,2.36734693877551,0.0,[]
2026-04-23T12:28:58.336746,google.com,12.0,11.9,8.0,26.0,2.0816326530612246,0.0,[]
2026-04-23T12:28:59.392307,google.com,12.0,11.62,8.0,17.0,1.7755102040816326,0.0,[]
2026-04-23T12:29:00.442714,google.com,10.0,11.6,8.0,17.0,1.7959183673469388,0.0,[]
2026-04-23T12:29:01.494612,google.com,13.0,11.66,8.0,17.0,1.7959183673469388,0.0,[]
2026-04-23T12:29:02.546399,google.com,12.0,11.64,8.0,17.0,1.7959183673469388,0.0,[]
2026-04-23T12:29:03.596798,google.com,12.0,11.6,8.0,17.0,1.7142857142857142,0.0,[]
2026-04-23T12:29:04.651971,google.com,13.0,11.66,8.0,17.0,1.7346938775510203,0.0,[]
2026-04-23T12:29:05.707750,google.com,12.0,11.7,8.0,17.0,1.6938775510204083,0.0,[]
2026-04-23T12:29:06.760056,google.com,12.0,11.68,8.0,17.0,1.6938775510204083,0.0,[]
2026-04-23T12:29:07.815043,google.com,15.0,11.72,8.0,17.0,1.7551020408163265,0.0,[]
2026-04-23T12:29:08.867085,google.com,9.0,11.64,8.0,17.0,1.7959183673469388,0.0,[]
2026-04-23T12:29:09.917382,google.com,12.0,11.7,8.0,17.0,1.816326530612245,0.0,[]
2026-04-23T12:29:10.971728,google.com,12.0,11.72,8.0,17.0,1.7959183673469388,0.0,[]
2026-04-23T12:29:12.020695,google.com,9.0,11.7,8.0,17.0,1.7551020408163265,0.0,[]
2026-04-23T12:29:13.071856,google.com,13.0,11.66,8.0,17.0,1.7959183673469388,0.0,[]
2026-04-23T12:29:14.120330,google.com,8.0,11.48,8.0,15.0,1.816326530612245,0.0,[]
2026-04-23T12:29:15.175025,google.com,13.0,11.48,8.0,15.0,1.8979591836734695,0.0,[]
2026-04-23T12:29:16.226999,google.com,9.0,11.38,8.0,15.0,1.9795918367346939,0.0,[]
2026-04-23T12:29:17.284091,google.com,9.0,11.28,8.0,15.0,1.9591836734693877,0.0,[]
2026-04-23T12:29:18.335383,google.com,11.0,11.24,8.0,15.0,2.0,0.0,[]
2026-04-23T12:29:19.390660,google.com,10.0,11.18,8.0,15.0,1.9591836734693877,0.0,[]
2026-04-23T12:29:20.446820,google.com,19.0,11.36,8.0,19.0,2.1020408163265305,0.0,[]
2026-04-23T12:29:21.501249,google.com,14.0,11.48,8.0,19.0,2.204081632653061,0.0,[]
2026-04-23T12:29:22.554935,google.com,12.0,11.56,8.0,19.0,2.2244897959183674,0.0,[]
2026-04-23T12:29:23.605430,google.com,9.0,11.56,8.0,19.0,2.2653061224489797,0.0,[]
2026-04-23T12:29:24.658561,google.com,12.0,11.6,8.0,19.0,2.2857142857142856,0.0,[]
2026-04-23T12:29:25.727909,google.com,12.0,11.6,8.0,19.0,2.2857142857142856,0.0,[]
2026-04-23T12:29:26.778520,google.com,12.0,11.6,8.0,19.0,2.204081632653061,0.0,[]
2026-04-23T12:29:27.831766,google.com,8.0,11.6,8.0,19.0,2.2653061224489797,0.0,[]
2026-04-23T12:29:28.902939,google.com,12.0,11.66,8.0,19.0,2.2857142857142856,0.0,[]
2026-04-23T12:29:29.960835,google.com,8.0,11.58,8.0,19.0,2.2857142857142856,0.0,[]
2026-04-23T12:29:31.024023,google.com,15.0,11.72,8.0,19.0,2.3469387755102042,0.0,[]
2026-04-23T12:29:32.096980,google.com,8.0,11.64,8.0,19.0,2.4693877551020407,0.0,[]
2026-04-23T12:29:33.144325,google.com,8.0,11.54,8.0,19.0,2.4489795918367347,0.0,[]
2026-04-23T12:29:34.193917,google.com,9.0,11.48,8.0,19.0,2.4081632653061225,0.0,[]
2026-04-23T12:29:35.238757,google.com,8.0,11.46,8.0,19.0,2.4285714285714284,0.0,[]
